name,speech,month
Judy Woodruff,"Thank you, Mr, Yang. Let’s turn now to an issue that is on the minds of all Americans, and that is the economy. Senator Sanders, today, the House of Representatives voted for a new bipartisan trade agreement among the United States, Canada, and Mexico. It was supported by union-friendly leaders like Speaker Nancy Pelosi, and big labor groups like the AFL-CIO. They say it is going to be a big job creator. Senator, my question is, will you support this deal, and if not, why not?",Dec
Bernie Sanders,"Judy, you’re talking to somebody who, unlike some of my colleagues here, voted against NAFTA, voted against PNC  with China, two agreements that cost us over four million decent-paying jobs. Now, I don’t agree with the, your statement that people think this is going to be a great job creator. This is a modest improvement over what we have right now. It would allow, hopefully, Mexican workers to organize into unions or independent unions, and be able to negotiate decent contracts. But at the end of the day, in my view, it is not going to stop outsourcing. It is not going to stop corporations from moving to Mexico, where manufacturing workers make less than two dollars an hour. What we need is a trade policy that stands up for workers, stands up for farmers, and, by the way, the word “climate change,” to the best of my knowledge, is not discussed in this new NAFTA agreement at all, which is an outrage. So no, I will not be voting for this agreement, although it makes some modest improvements.",Dec
Judy Woodruff,Senator Klobuchar-,Dec
Amy Klobuchar,"I have a different view. I’ll go with my friend Sherrod Brown, who has voted against every trade agreement that’s come in front of him, and he’s voting for this, and I am too. And the reason I am voting for it is that I believe that we have a change with this agreement. I would not have voted for the agreement that President Trump put forward, but we’ve got better labor standards, better environmental standards, and a better deal when it comes to the pharmaceutical provision, which I also oppose.",Dec
Amy Klobuchar,"95 percent of our customers are outside of our borders, and we have to make sure that we have trade agreements that are more fair, because if we can encourage work made in America, every time you hold something in your hand that says “made in America,” it is the ingenuity of our workers. It is equality of a product, it is equality of our workers, and it is the hopes and dreams of the American people. I think this agreement, while Senator Sanders is correct, there are some issues with it, is much better than the one originally proposed. And for those farmers in the Midwest, and for those people that have been hurt by the fact that we will not have a trade segment with Mexico and with Canada and the United States, I think that this is a much better deal.",Dec
Judy Woodruff,"All right. We can pull some of your, I see some other hands up. I want to move to the next question and you can bring in, I think, your points with this, but this one I’m going to initially address to Vice President Biden, and that is the overall U.S. economy right now looks strong. The unemployment rate is at historic lows, unemployment among African Americans is down, the markets are booming, wages, while not growing as much as many would like, they’re still doing about as well as they were in the Obama/Biden era. My question to you, Mr. Vice President is, what is your argument to the voter watching this debate tonight, who may not like everything President Trump does, but they really like this economy and they don’t know why they should make a change?",Dec
Joe Biden,"Well, I don’t think they really do like the economy. Go back and talk to the old neighbors in the middle class neighborhoods you grew up in. The middle class is getting killed. The middle class is getting crushed and the working class has no way up as a consequence of that. You have, for example, farmers in the Midwest, 40 percent of them could pay, couldn’t pay their bills last year. You have most Americans, if they’ve received the bill for 400 dollars or more, they’d have to sell something or borrow the money.",Dec
Joe Biden,"The middle class is not, is behind the eight ball. We have to make sure that they have an even shot. We have to eliminate significant number of these god-awful tax cuts that were given to the very wealthy. We have to invest in education. We have to invest in healthcare. We have to invest in those things that make a difference in the lives of middle class people so they can maintain their standard of living. That’s not being done, and the idea that we’re growing, we’re not growing. The wealthy, very wealthy are growing. Ordinary people are not growing. They are not happy with where they are, and that’s why we must change this presidency now.",Dec
Judy Woodruff,"Mayor Buttigieg, is that your, is that your assessment?",Dec
Andrew Yang,"Yes. Where I live folks aren’t measuring the economy by how the Dow Jones is looking, they’re measuring the economy by how they’re doing. When you’re doing the bills at the end of the month at your kitchen table, and you find that, even if your wages have gone up, is not nearly going as fast as the cost of health, and how’s… This economy is not working for most of us, for the middle class, and, I know you’re only ever supposed to say middle class and not poor in politics, but we’ve got to talk about poverty in this country.",Dec
Andrew Yang,"There is not one county in the United States of America where someone working full time at the minimum wage can afford a two bedroom apartment. In most places, not even a one bedroom apartment. The biggest problem in our economy is simple – people are not getting paid enough. That is not the result of some mysterious cosmic force. It’s the result of bad policy, and we’ve got to change it by raising wages and empowering workers.",Dec
Judy Woodruff,"Mr. Yang, Mr. Yang.",Dec
Andrew Yang,"GDP and corporate profits are at record highs in America today. Also at record highs, depression, financial insecurity, student loan debt, even suicides and drug overdoses. It has gotten so bad that our life expectancy as a country has declined for the last three years, because suicides and drug overdoses have overtaken vehicle deaths for the first time in American history. The fact is, this unemployment rate and GDP have very little relationship with people’s lived experience on the ground. If you’re a recent college graduate, you have a 40 percent chance of doing a job that doesn’t require a college degree. That doesn’t show up in the headline unemployment rate, nor does all of the families that are working two or three jobs to get by.",Dec
Judy Woodruff,"Senator Warren, you have your hand up.",Dec
E. Warren,I do.,Dec
Judy Woodruff,And I have a question for you.,Dec
E. Warren,"Well, I want to ask-",Dec
Judy Woodruff,Go ahead-,Dec
E. Warren,This question-,Dec
Judy Woodruff,Go ahead-,Dec
E. Warren,"Because here’s the problem. I’m proud to stand on a stage with Democrats who understand that a rising GDP, rising corporate profits, is not being felt by millions of families across this country. I’m proud to stand on a stage with people who see that America’s middle class is being hollowed out, and that working families and poor people are being left behind.",Dec
E. Warren,"What we need to talk about, though, is why that has happened, and the answer is we’ve got a government that works great for those with money, and doesn’t work for much of anyone else. We have a government that works great for giant drug companies, just not for someone trying to fill a prescription. Works great for people who want to make money at private prisons and private detention centers at our border, just not for the people whose lives are torn apart. Works great for giant oil companies that want to drill everywhere, but not for the rest of us, who see climate change bearing down upon us. And when you see a government that works great for the wealthy and the well-connected and for no one else, that is corruption, pure and simple, and we need to call it out for what it is.",Dec
Judy Woodruff,"I want… I want Senator Sanders, if you would, a brief response, and then I have another question.",Dec
Bernie Sanders,"Look, here’s the response. Trump goes around saying, “The economy is doing great.” Do you know what, real inflation accounted for, wages went up last year? One point one percent. That ain’t great. Tonight, while three people own more wealth than the bottom half of America, 500,000 Americans, including 30,000 veterans are sleeping out on the streets. Today in America, we have the highest rate of childhood poverty of almost any major country on Earth, more income and wealth inequality since the 1920s. We need an economy that works for working families, not just the 1 percent. That is what our campaign is about.",Dec
Judy Woodruff,"Senator Warren, I have a question for you. Every candidate on the stage has proposed tax increases on the wealthy. But you have especially ambitious plans that, apart from healthcare, would hike taxes an additional eight trillion dollars over the decade, the biggest tax increase since World War II. How do you answer top economists who say taxes of this magnitude would stifle growth and investment?",Dec
E. Warren,"Oh, they’re just wrong. Let’s start with a wealth tax. The idea of a two cent tax on the great fortunes in this country, 50 million dollars and above. For two cents, what can we do? We can invest in the rest of America. We can provide universal childcare, early childhood education for every baby in this country, age zero to five. Universal pre-K for every three year old and four year old and raise the wage.",Dec
E. Warren,"… Pre K for every three-year-old and four-year-old and raise the wages of every childcare worker and preschool teacher. We can do even more for our public schools, for college graduates, we can cancel student loan debt, but think about the economic impact of that. You leave two cents with the billionaires. They’re not eating more pizzas, they’re not buying more cars. We invest that 2% in early childhood education and childcare. That means those babies get top notch care. It means their mamas can finish their education. It means their mamas in their daddies can take on real jobs, harder jobs, longer hours. We can increase productivity in this country and we can start building this economy from the ground up. That’s how we built it in small towns, that’s how we built it in rural America and that’s how we built it in urban America. An economy that works.",Dec
Judy Woodruff,Brief answers.,Dec
E. Warren,"Not from Wall Street, but that works for main stram.",Dec
Judy Woodruff,Brief Responses from Mr. Steyer and Mr. Buttigieg.,Dec
Tom Steyer,"Let me say that I agree with Senator Warren in much of what she says. I’ve been for a wealth tax for over a year. I’m in favor of undoing all the tax breaks for rich people and big corporations  that this administration has put through. And in addition, I’ve talked about equilibrating the taxes on passive investment income, which would allow us to cut taxes for 95% of Americans by 10%. But there’s something else going on here that I think is really important, and that’s this. We know Mr. Trump’s going to run on the economy.",Dec
Tom Steyer,"I built a business over 30 years from scratch. We’re going to have to take him on, on the economy in terms of growth as well as economic justice. We’re going to have to be able to talk about growth, prosperity across the board for everyone in America. My experience building a business, understanding how to make that happen means I can go toe to toe with Mr. Trump and take him down on the economy and expose him as a fraud and a failure. And I think that’s different from the other people on this stage. I think we need a different unconventional way of attacking a different unconventional president who actually went after the-",Dec
Judy Woodruff,Mayor.,Dec
Tom Steyer,Best prepared candidate in American history and beat her.,Dec
Judy Woodruff,"Mayor, Buttigieg.",Dec
Pete Buttigieg,"Right now I think we’re being offered a false choice. You either have to go all the way to the extreme or it’s business as usual. Yes, we must deliver big ideas and yes, taxes on wealthy individuals and on corporations are going to have to go up. We can also be smart about the promises we’re making. Make sure they’re promises that we can keep without the kind of taxation that economists tell us could hurt the economy. It’s why, for example, I propose that we make college free for 80% of Americans, but it doesn’t have to be free for the top. If you’re in that top 10% how you pay your own tuition and we save those dollars for something else that we could spend them on, that would make a big difference. Whether it’s infrastructure, childcare, housing, health. On issue after issue, we’ve got to break out of the Washington mindset that measures the bigness of an idea by how many trillions of dollars it adds to the budget or the boldness of an idea by how many fellow Americans it can antagonize.",Dec
Judy Woodruff,We’re going to take a short break and we’ll be right back in two minutes with questions from my fellow moderators.,Dec
Speaker 1,"Welcome back everyone. We are here back at the break in this debate, the first of three breaks. This is a short one. I’m joined by of course, our fantastic panel of analysts and journalists and I want to first ask you, Stephanie Sy and Amy Walter, we hit the two big topics right off the top. Impeachment. Basically president Trump. How do you deal with him and the economy? Let’s start with the economy. That’s the number one issue for voters here. All of these candidates want $15 an hour minimum wage at least eventually, but what differences did we hear? Anything significant?",Dec
Amy Walter,"The difference we heard was at the very end there with Pete Buttigieg saying, we got to make sure that they are promises that we can keep. And going back, something we talked about before the debate began, this sense of breaking away from Elizabeth Warren by saying we can be big, we can be bold, we can have really progressive ideas, but if we look like we are measuring our boldness just in how much tax we are putting on Americans, how big the programs are going to be, that’s just going to come back and hurt the democratic nominee.",Dec
Speaker 1,Stephanie Sy.,Dec
Stephanie Sy,"So first of all, Elizabeth Warren’s answer to Judy’s question. She didn’t answer it directly. She just said, “No, those models are wrong.” There are different economic models of what impact-",Dec
Speaker 1,“What about the economic data that ?” She said “They’re just wrong.”,Dec
Stephanie Sy,"Yeah. And you know, the fact is Wharton at the University of Pennsylvania came out with a budget model just last week and did say that her model in the next 10 years could constrain GDP growth. So there are different models out there. She’s going to have to continue to explain that question. If she makes it into the general election.",Dec
Speaker 1,and she has to also have some details.,Dec
Stephanie Sy,That’s all right.,Dec
Speaker 1,"It looks like candidates might’ve gotten their drinks of water. I hope you did too. And we’re going to go back to the stage momentarily again for the PBS NewsHour, Politico Democratic Debate, many more big issues to come, stay tuned.",Dec
Speaker 1,.,Dec
Speaker 2,"Live from Angeles, the PBS NewsHour, Politico Democratic Debate continues. Once again, Judy Woodruff.",Dec
Judy Woodruff,Welcome back to the PBS NewsHour Politico Democratic Presidential Debate. The next question is from Tim Alberta of Politico.,Dec
Tim Alberta,"Thanks Judy. Candidates, good evening. We’re going to talk about climate now. Senator Klobuchar, many scientists say that even if the US reduced its carbon footprint to zero by the year 2050 the damage will have been done. The climate change will have made certain places in the US unlivable. So knowing this, would you support a new federal program to subsidize the relocation of American families and businesses away from places like Miami or Paradise, California, perhaps. Davenport, Iowa. Because we know these places are going to be hit time and time again.",Dec
Amy Klobuchar,"Well, I very much hope we’re not going to have to relocate entire cities, but we will probably have to relocate some individual residents. And the problem right now is that this climate change is this existential crisis and you are seeing it here in California with the fires that you just had. You saw it in Northern California as was mentioned with Paradise and the most moving video from that to me was a 30 second video of that dad driving his little girl through the lapping fires with his neighborhood burning behind him and singing to her to calm her down.",Dec
Amy Klobuchar,"We cannot wait to act. There’s an Ojibwe saying that great leaders make decisions, not for this generation, but seven generations from now. This president doesn’t keep his decisions for seven minutes. So what I think we need to do get back into the International Climate Change Agreement. I will do that on day one. On day two, bring back the clean power rules on day three, the gas mileage standards. I see the governor of California who has been working so hard to get those done, defied every step of the way by the Trump administration. And then introduced sweeping legislation to put a price on carbon and build a fridge to the next century, which means we must upgrade our buildings and our building standards.",Dec
Tim Alberta,"Thank you, Senator Klobuchar. Mr Steyer, would you support such a new federal program again to help subsidize the relocation of these families?",Dec
Tom Steyer,"Look, I am hoping that we in fact will do what I’m suggesting, which is declare a state of emergency on day one of my presidency. I believe I’m the only person here who will say unequivocally, this is my number one priority. I know that we have to deal with this crisis. I know that we have to deal with it from the standpoint of environmental justice. I’ve been working on this for more than a decade. I’ve taken on oil companies and beaten them on environmental laws. I’ve pushed clean energy across this country. I’ve prevented pipelines and I’ve prevented fossil fuel plants.",Dec
Tom Steyer,"But I know is this, not only can we clean up the air and water in the black and brown communities where our pollution is concentrated. This is also the opportunity to create literally millions of middle-class union jobs well-paid across the United States of America. Our biggest crisis is our biggest opportunity and if we don’t declare a state of emergency on day one, I don’t understand how we go to the people around the world to lead the coalition that has to happen and that only America can lead. Look, this is a generational question. I have a lot of respect for the people on this stage. I know everybody is worried about this, but for instance, I would call on Mayor Buttigieg to prioritize this higher. Because the people in his generation understand that this is a crisis that we have to go on right now, but it’s also the greatest opportunity to rebuild and reinvent America.",Dec
Tim Alberta,"Thank you, Mr. Steyer. Mr. Buttigieg, 45 seconds to respond.",Dec
Pete Buttigieg,"Well, I’ve made clear that this will be a topic of day one action, and this is not theoretical for me. I live in one of those river cities that you’re talking about. Not only that, I live right by the river. My neighborhood flooded in the second of two once in a millennium floods that we had in two years. Do the math on that so I know what’s at stake and it’s why I insist that we act with a carbon tax and dividend with massive increases in renewable research on renewable energy, energy storage and carbon storage. But bigger than that, you have to summon the energies of the entire country to deal with this.",Dec
Pete Buttigieg,"I’ve seen politicians in Washington saying the right thing about climate change for as long as I’ve been alive. All these plans we have to get carbon neutral by 2050, and I think most or all of us have one. Their impact is multiplied by zero unless something actually gets done.",Dec
Tim Alberta,We’d like to switch-,Dec
Pete Buttigieg,"And that is why I want to make sure that our vision for climate includes people from the auto worker down the block from me in South Bend, to a farmer a few minutes away, so that they understand that we are asking, recruiting them to be part of the solution.",Dec
Tim Alberta,"Thank you, Mr. Mayor.",Dec
Pete Buttigieg,Not beating them over the head and telling them they are part of the problem.,Dec
Tim Alberta,"Thank you, Mr. Mayor. We’d like to switch gears slightly. Vice president Biden, I’d like to ask you, three consecutive American presidents have enjoyed stints of explosive economic growth due to a boom in oil and natural gas production. As president, would you be willing to sacrifice some of that growth even knowing potentially that it could displace thousands, maybe hundreds of thousands of blue collar workers in the interest of transitioning to that greener economy?",Dec
Joe Biden,"The answer’s yes. The answer’s yes, because the opportunity for those workers to transition to high paying jobs, as Tom said, is real. We’re the only country in the world’s ever taken great, great crises and turned them into an enormous opportunities. I’ve met with the union leaders. For example, we should, in fact, making sure right now that every new building built is energy contained, that it doesn’t leak energy. That in fact we should be providing tax credits for people to be able to make homes turn to solar power where there’s all kinds of folks out here, right here in California. We’re now on the verge of having batteries that are about the size of the top of this podium that you can store energy when in fact the wind isn’t blowing and the sun isn’t shining. We have enormous opportunities. For example, you talk about would we relocate people who in fact we’re in a position where they lost their home.",Dec
Joe Biden,"We have to not rebuild to the standard that existed before when we talk about when we come in and help people. We have to rebuild the standard that exists today. For example, we shouldn’t build another new highway in America that doesn’t have charging stations on it. We have an opportunity to put 550,000 charging stations so that we own the electric vehicle market, creating millions of jobs for people and installing them as well as making sure that we own the electric vehicle market. There’s so many things we can do and we have to make sure we explain it to those people who are displaced, that their skills are going to be needed for the new opportunities.",Dec
Tim Alberta,"Thank you, Vice President Biden. Senator Sanders.",Dec
Bernie Sanders,"Tim, in all due respect, your question misses the mark. It is not an issue of relocating people in towns. The issue now is whether we save the planet for our children and our grandchildren. The issue, as you should know, what the scientists are telling us, is they have underestimated the threat and severity of climate change. You’re talking about the Paris Agreement, that’s fine. Ain’t enough. We have got to, and I’ve introduced legislation to do this, declare a national emergency. The United States has got to lead the world and maybe, just maybe, instead of spending 1.8 trillion a year globally on weapons of destruction, maybe an American president, i.e. Bernie Sanders can lead the world. Instead of spending money to kill each other, maybe we pool our resources and fight our common enemy, which is climate change.",Dec
Tim Alberta,"Thank you, Senator Sanders. Senator Warren, a new question to you, Senator Warren. Many of our Western allies rely heavily on nuclear energy because it’s efficient, affordable, and virtually carbon free. And many climate experts believe that it’s impossible to realize your goal of net zero emissions by the year 2050 without utilizing nuclear energy. So can you have it both ways on this issue?",Dec
E. Warren,"So I see right now is, we’ve got to get the carbon, we’ve got to stop putting more carbon into the air. We’ve got to get the carbon out of the air and out of the water and that means that we need to keep some of our nuclear in place. I will not build more nuclear. I want to put the energy literally and the money and the resources behind clean energy and by increasing by 10 fold what we put into science, what we put into research and development. We need to do what we do best. And that is innovate our way out of this problem and be a world leader. But understand the biggest climate problem we face is the politicians in Washington who keeps saying the right thing, but continue to take money from the oil industry. Continue to bow down to the lobbyist, to the lawyers, to the think tanks to the bought and paid for experts.",Dec
E. Warren,"America understands that we’ve got to make change and we’re running out of time. That climate change threatens every living thing on this planet. But getting Congress to act, they just don’t want to hear it. And if we don’t attack the corruption first, if we don’t attack the corruption head on, then we’re not going to be able to make the changes we need to make on climate, on gun safety, on drug pricing, on all of the big problems that face us. We need a Washington that doesn’t just work for the rich and the powerful. We need one that works for our families.",Dec
Tim Alberta,"Thank you, Senator. Senator Klobuchar, and then I’d like to bring in Senator Yang and Mr. Steyer with the follow ups.",Dec
Amy Klobuchar,"I wanted to add to what Elizabeth said. So the way we tackle this corruption is by winning big in this election and the way we take on climate change in a big way is by yes, talking about what’s happening on the coast is I just did, but also talking about what’s happening in the Midwest, where I’m from. It’s not fly over country to me, I live there. And what we are seeing there is unprecedented flooding. We’re seeing an increase. 50% increase in homeowners insurance over the last few years and when we make these changes, we have to make clear to people that when we put a price on carbon that that money is going to come back to those areas where people are going to be hurt, where jobs are going to change and to make them whole with their energy bills. When you make the case like that, you bring in the Midwestern votes, you win big, and I think the best way to do it is by putting someone at the top of the ticket who’s from the Midwest.",Dec
Tim Alberta,"Mr. Yang, 45 seconds on the issue of nuclear energy.",Dec
Andrew Yang,"Well first we should obviously be paying to relocate Americans away from places that are hit by climate change. We’re already doing it. We relocated a town in Louisiana that became uninhabitable because the sea levels rose. And we know that town is not alone. That’s playing out in coastal areas around the country. The question is, do you leave that town on its own to fend for itself or do you come together as a country and say, “We need to protect our people from climate change?” Part of my plan is literally called move people to higher ground. Because that’s what we need to do and that’s literal and figurative. Here in California, it’s forest fires and forest management. And nuclear power, I agree with the research. We need to have everything on the table in a crisis situation, which this is.",Dec
Andrew Yang,"Other countries have had success with nuclear power and the next generation Thoriam reactors have a wealth of potential. Thoriam is not radioactive the way uranium is. It doesn’t last as long and you can’t make a weapon out of it. Whereas if we’re going to innovate our way out of this, as Elizabeth is saying, then we have to have nuclear on the table.",Dec
Tim Alberta,"Thank you, Mr. Yang. The last one on the climate to you, Mr. Steyer.",Dec
Tom Steyer,"The point about nuclear power is, it’s not at the stage in the United States where it’s competitive on price. It has a lot of risks to it in terms of disasters and we have no ability to store the toxins that come out of it and last a hundred thousand years. We actually have the technology that we need. It’s called wind and solar and batteries. So in fact, what we need to do, we can do. We’ve got to stop taking a look at this as something that we can’t do because we can do this, and we can do it in a way that rebuilds this country on an accelerated basis. Creates millions of union jobs and we come at it from the standpoint of environmental justice. This is our greatest opportunity to reinvent this country, to actually take on the biggest challenge in history and succeed together. You want to pull the country together with all this partisanship? Let’s take on the biggest challenge in history and succeed together as a nation. That’s what pulls people together.",Dec
Tim Alberta,"Thank you, Mr. Steyer. Amna.",Dec
Amna,"Thanks, Tim. Vice President Biden.",Dec
Joe Biden,Yes.,Dec
Amna,"You’ve been reassuring voters that things will return to normal. Once president Trump leaves office, that Republicans will have what you call an epiphany and come to the table to work with the Biden administration. But given everything that you have seen from current Republicans, what evidence is there that things will change?",Dec
Joe Biden,"Look, I didn’t say return to normal. Normal is not enough. In fact, we would have to move beyond normal, whether it’s healthcare or the environment, whatever it is, we have to build on what we had started in our administration and that’s been interrupted very badly. Number one. Number two, with Trump out of the way, it’s not going to change things in a fundamental way, but what it will do is it will mean that we’re in a position where his base is not going to be able to intimidate those half a dozen Republicans we may need in other things.",Dec
Joe Biden,"I refuse to accept the notion as some on the stage do that we can never, never get to a place where we have cooperation again. If that’s the case, where dead as a country, we need to be able to reach consensus. And if anyone has reason to be angry with the Republicans and not want to cooperate, it’s me the way they’ve attacked me and my son and my family. I have no love. But the fact is, we have to be able to get things done. And when we can’t convince them, we go out and beat them like we did in the 2018 election in red states and in purple states.",Dec
Amna,"Thank you. Mr Biden. Mr gang, I want to switch topics to you, Mr. Yang, a new question. The democratic party relies on black, Hispanic, and Asian voters. But you are the only candidate of color on the stage tonight and the entire field remains overwhelmingly white. What message do you think this sends to voters of color?",Dec
Andrew Yang,It’s both an honor and disappointment to be the lone candidate of color on the stage tonight.,Dec
Andrew Yang,"…Honor and disappointment to be the lone candidate of color on the stage tonight. I miss Kamala. I miss Cory, though I think Cory will be back. I grew up the son of immigrants and I had many racial epithets used against me as a kid, but black and Latinos have something much more powerful working against them than words. They have numbers. The average net worth of a black household is only 10% that of a white household. For Latinos, it’s 12%. If you’re a black woman, you’re 320% more likely to die from complications in childbirth. These are the numbers that define race in our country. And the question is, why am I the lone candidate of color on this stage? Fewer than 5% of Americans donate to political campaigns. You know what you need to donate to political campaigns? Disposable income.",Dec
Andrew Yang,"The way we fix it… The way we fix this is we take Martin Luther King’s message of a guaranteed minimum income, a freedom dividend of $1,000 a month for all Americans. I guarantee, if we had a freedom dividend of $1,000 a month, I would not be the only candidate of color on this stage tonight.",Dec
Amna Nawaz,"Thank you, Mr. Yang. Senator Sanders, I do want to put the same question to you, Senator Sanders. What message do you think-",Dec
Bernie Sanders,"I will answer that question, but I wanted to get back to the issue of climate change for a moment because I do believe this is the existential issue.",Dec
Amna Nawaz,"Senator, with all respect, this question is about race. Can you answer the question as it was asked?",Dec
Bernie Sanders,"I certainly can because people of color, in fact, are going to be the people suffering most if we do not deal with climate change. And by the way, we have an obligation up here if there are not any of our African American brothers and sisters up here, to speak about an economy in which African Americans are exploited, where black women die three times at higher rates than white women, where we have a criminal justice system which is racist and broken, disproportionately made up of African Americans and Latinos and Native Americans who are in jail. So we need an economy that focuses on the needs of oppressed, exploited people and that is the African American community.",Dec
Amna Nawaz,"Thank you, Senator. Yamiche.",Dec
Yamiche,"Thank you, Amna. Senator Klobuchar, here in California, people who identify as Hispanic, black, Asian, or multiracial represent a majority of the population, outnumbering white residents. The United States is expected to be majority non-white within a generation. What do you say to white Americans who are uncomfortable with the idea of becoming a racial minority, even if you don’t share their concerns?",Dec
Amy Klobuchar,"I’d say this is America. You’re looking at it. And we are not going to be able to succeed in the world if we do not invite everyone to be part of our economy. Our constitution says that we strive for a more perfect union. Well that’s what we are in doing right now. And to me that means, one, that everyone can vote, and that includes our communities of color. This action that’s been taken by this president and his people and his governors all over the country is wrong. They have made it harder for African Americans to vote. As one court said, “Discriminated with surgical precision.”",Dec
Amy Klobuchar,"What would I do as one of the leaders on voting in the US Senate? One, stop the purging. As Stacey Abrams said, you do not stop having your right to assemble if you don’t go to a meeting for a year. Because you don’t go to a church or synagogue or a mosque for three months, you don’t lose your right to worship. You shouldn’t lose your right to vote. I would pass, as president, my bill to register every kid in this country when they turn 18 to vote. That would make all of these discriminatory actions in these states go away and I would stop the gerrymandering, in addition to the agenda of economic opportunity. Because as Martin Luther King says, “What good is it to integrate a lunch counter if you can’t afford a hamburger?”",Dec
Yamiche,"Thank you, Senator. Let’s now turn to the issue of foreign policy and the Middle East. Senator Sanders, Secretary of State Mike Pompeo recently declared that the United States believes Israeli settlements in the West Bank do not violate international law. That broke decades long US precedent. How would you respond to Israeli expansion of settlements? Would you link that to foreign aid to Israel?",Dec
Bernie Sanders,"Israel has… And I say this is somebody who lived in Israel as a kid, proudly Jewish. Israel has the right, not only to exist, but to exist in peace and security. But what US foreign policy must be about is not just being pro-Israel, we must be pro- Palestinian as well. And whether… In my view. We must understand that right now in Israel we have leadership under Netanyahu, who has recently, as you know, been indicted for bribery. Who in my view is a racist. What we need is a level playing field in terms of the Middle East, which addresses the terrible crisis in Gaza, where 60 or 70% of the young people are unemployed. So what my foreign policy will be about is human rights, is democracy, is bringing people together in a peaceful way, trying to negotiate agreements, not endless wars with trillions of dollars of expenses.",Dec
Yamiche,"Thank you, Senator. Mayor Buttigieg.",Dec
Pete Buttigieg,"What we are seeing in the Middle East and around the world are the consequences of this president’s failure, this president’s refusal to lead. It’s particularly disturbing in the case of Israel because he has infused domestic politics, making US foreign policy choices in order to effectively interfere in Israeli domestic politics. Acting as though that somehow makes him pro- Israel and pro- Jewish while welcoming white nationalists into The White House.",Dec
Pete Buttigieg,"But it’s not only in the Middle East that we see the consequences of the disappearance of US leadership. We see among our allies and among our adversaries, case after case, where the world is making plans on what to do, ignoring the United States because we’re no longer considered reliable. It’s not just the mockery at a cocktail party on the sidelines of a conference, it’s the looks on the faces of the leaders at the UN as they looked at the United States President with a mixture of contempt and pity.",Dec
Pete Buttigieg,"As an American, I never again want to see the American President looked at that way by the leaders of the world. The world needs America right now, but it can’t be just any American. It has to be one that is actually living up to the values that make us who we are. Supporting peace, supporting democracy, supporting human rights and supporting stability around the world.",Dec
Yamiche,"Thank you, Mayor Buttigieg. Senator Warren, President Obama pledged to close the detention camp at Guantanamo Bay, but could not. 40 prisoners remain there. Last year, US taxpayers paid $540 million to keep Guantanamo open. Would you pledge to finally close the detention facility and if elected, how will you do it?",Dec
E. Warren,"Yes, it’s time to close this detention facility. It not only costs us money, it is an international embarrassment. We have to be an America that lives our values every single day. We can’t be an America that stands up and asks people to fight alongside us, as we did with the Kurds in fighting ISIS, and then turn around in the blink of a tweet and say that we’re turning our backs on the people who stood beside us. After that, who wants to be an ally of the United States? We have to be an America that understands the difference and recognizes the difference between our allies, the people who will work alongside us, and the dictators who would do us harm. And we need to treat our allies better than we treat the dictators. That needs to be our job as an America.",Dec
E. Warren,"We have the finest military on earth. All three of my brothers served and we have people on this stage who have served and I’m deeply grateful for that. Our military is strong and important, but we need to be an America that relies on our State Department, that relies on diplomacy, that relies on our economic power and that relies on working together with the rest of the world to build a world that is sustainable environmentally and economically for everyone.",Dec
Yamiche,"Thank you, Senator Warren. Vice President Biden. Why couldn’t you close Guantanamo Bay? Why couldn’t the Obama administration close Guantanamo Bay?",Dec
Joe Biden,"We attempted to close Guantanamo Bay, but you have to have congressional authority to do it. They’ve kept it open. And the fact is that we in fact think it’s the greatest… It is an advertisement for creating terror. Look, what we have done around the world in terms of keeping Guantanamo open or what Trump has done by no longer being an honest broker in Israel, there is no solution for Israel other than a two state solution. It does not exist. It’s not possible to have a Jewish state in Middle East without there being a two state solution. And he has played to all the same fears and all the prejudices that exist in this country and in Israel.",Dec
Joe Biden,"Bibi Netanyahu and I know one another well. He knows that I think what he’s doing is outrageous. What we do is we have to put pressure constantly on the Israelis to move to a two state solution, not withdraw a physical aid from them in terms of their security. And lastly, I think that-",Dec
Yamiche,"Thank you, Vice President Biden.",Dec
Joe Biden,"Senator Warren is correct. We have led by, not the example of our power, but the power of our example. And the example we’re demonstrating now is horrible. It’s hurting us badly.",Dec
Yamiche,"Thank you, Vice President Biden. Judy.",Dec
Judy Woodruff,"I want to turn to another part of the world and that’s China. Mayor Buttigieg, you have said that you think China presents more of a challenge than do your fellow candidates believe. The US clearly wants China’s cooperation on human rights, on climate change, on North Korea, on terrorism, and yet Americans are appalled by China’s record on human rights, including the detention of over a million Muslim Uyghurs. Should the US, is my question, do more than protest and issue sanctions? Should the US, for example, boycott the 2022 Beijing Olympics?",Dec
Pete Buttigieg,"I think that any tool ought to be on the table, especially diplomatic, economic and social tools like what you’re describing. Look, for the president to let it be known that his silence, whether it’s on the rounding up of Muslim Uyghurs in Xinjiang, putting them into camps, or the aspirations of the people of Hong Kong for democracy. For him to let China know that his silence can be purchased is trashing American values. The reality is that there’s a lot more to the relationship with China than who’s selling more dishwashers? Yes, we need a much smarter trade policy.",Dec
