name,speech
Donald Trump,"And then our opponents say, “We’re not going to win. Let’s impeach President Trump. Let’s impeach him.” We’ve got the greatest economy in our history. Our military has been totally rebuilt. “Let’s impeach him.” But we’ve created 7 million jobs since the election, including more than 1 million manufacturing and construction jobs. Nobody thought that was possible."
Donald Trump,"And we will soon be replacing the NAFTA catastrophe, one of the worst trade deals in the history of the world, frankly with the incredible US MCA, Canada, Mexico, a giant victory for Wisconsin workers, farmers and dairy producers, a tremendous victory. And we may get that all taken care of this week or next week. It just needs one more vote and we’ll get that out of the Republican Senate. The Republican Senate will be great. Tomorrow we’ll also be signing our phase one trade deal with China, massively boosting exports of products made and produced right here in the great state of Wisconsin. So after years of devastating defense cuts, we have fully rebuilt the United States Military to a point that it has never been before and it’s now more advanced, more lethal, and more powerful than ever. And last year, our great American warriors, because that’s what they are. And they love it. I got to tell you, they love it, right? They love doing that. They wouldn’t trade places with me under any circumstances. They wouldn’t trade places with all of our great Wisconsin politicians. They want to be a military warrior and we don’t want them for that. We want them doing what they’re doing. But our great warriors carried out a daring nighttime raid and terminated the founder and leader of ISIS. The animal known as al-Baghdadi is dead and the wicked caliphate is 100% destroyed."
Donald Trump,"And I will tell you when we took over a little less than three years ago, ISIS was all over the place. Now the caliphate is 100% destroyed. Do you remember when I wanted to leave when it was at 98%? I said, let some of the other countries finish it off. We’re going home, right? They all said, “Oh, no sir, please finish it.” So we finished it off to 100%."
Donald Trump,"A few days ago. We took bold and decisive action to defend American lives and deliver American justice. At my direction, the United States military launched a flawless precision strike that killed the world’s number one terrorist, number one terrorist. Do you know who that is? Qasem Soleimani, number one terrorist in the world."
Donald Trump,"Soleimani was responsible for murdering and wounding thousands of Americans and was actively planning new attacks, but we stopped them cold. And frankly, they already started the attack, as you saw in Baghdad, on our very large embassy in Baghdad. That was already started. And I said to our generals, “Get there now. We don’t want to have another Benghazi. Not on my watch, or on any watch.”"
Donald Trump,"They said, “Sir, we’ll be there tomorrow.” I said, “Nope, you got to be there right now. Get them over there now.” There are thousands of soldiers. They were soldiers. You take a look at that crowd. That was not protesters. They were soldiers, and they were surrounding our embassy in Baghdad. And all of a sudden they see these beautiful, very expensive, I will tell you, brand new Apache helicopters roaming over the top. And then they see our great military. You saw them in the plane, right? Some of them were getting out of their pajamas. They were. I said, “Don’t worry about it.” I said, “We won’t put that on.” But they were sitting there and they were calling a roll call in the plane. Right? And it was a beautiful sight. And these guys were better than Tom Cruise at his best."
Crowd,Booo!
Donald Trump,"Protestors Disturb the Rally. One protester, a very weak voice. If you people wouldn’t go crazy every time you see something, he’d go right through and nobody would even know she was there. Now she’s going home to mom where she will be in big trouble."
Donald Trump,"Because I guarantee you that mom voted for Trump. And in 10 years from now, when I run yet again, she’ll be voting for Trump too. I’m only kidding. I’m only kidding. We drive them crazy. We drive them crazy. They say, “You know he’s not leaving, don’t you? He’s never leaving.” They say, “He’s going to win. He’s never going to leave.” These people, it’s called Trump Derangement Syndrome. It really is. You know what they don’t know is that if for any reason, after five years we do leave, which we will, because I believe in that stuff. Right? But you know what’s going to happen to their industry. They’re all going to die and fold up. Going to be very boring out there, very boring. That’s why I say at some point, every single one of them will be endorsing Donald Trump."
Donald Trump,"But crazy Bernie Sanders and the Washington Democrats, by the way, Bernie is surging. Bernie is surging. Bernie. But the Democrats are outraged that we kill this terrorist monster even though this monster was behind hundreds and hundreds of death."
Crowd,Boo! Boo!
Crowd,USA! USA! USA!
Donald Trump,"That’s two. Hey, speaking of protesters, have you seen what’s happened in Iran? The protesters are on our side. First time ever. They’re on our side. In fact, they put this big American flag on the street. And the Iranians, thousands and thousands of Iranians were supposed to walk on it and trample it and step and beat the hell out of it. Every one of them went around that flag. They like Trump. They like you. I’m just your representative, but they like us. They like us. They haven’t seen anything like that in a long time. They went around, did you see it? They went around the flag. They didn’t want to touch it. They love America. They love our country. That’s called progress. That’s called progress."
Donald Trump,"But the Democrats are doing everything possible to disparage what we did with the hit on this monster. Many of the young men and women you see walking around without arms, without legs and without … were done by Soleimani. That’s what he loved. He loved the roadside bomb. That’s what he loved. Thousands and thousands and thousands in Iraq, in Afghanistan, roadside bombs. He was the king of the roadside bombs. Great percentages of people don’t have legs right now and arms because of this son of a bitch."
Donald Trump,"Now the Democrats should be outraged by Soleimani’s evil crimes, not that decision to end his wretched life. They’re saying, “Well, he was a general. He was this. He was that.” You know what? Number one, he wasn’t supposed to be there. He was a designated terrorist by president Obama who didn’t do anything about it as usual. As usual, they don’t do anything. They designate and they don’t do anything about. He should’ve been killed 20 years ago."
Donald Trump,"Now, here’s the story with the Democrats. If I didn’t kill him, and let’s say we lost three, four, five embassies or bases or thousands of people or hundreds of people or two people were killed, they would have said, “Trump should have taken him out.” Anything we do, they go the opposite. So we kill him. And that was precision. Some people thought it went much too fast. Went too fast. So we kill him and they say, “What a horrible …” If we didn’t kill him, they’d say, “What a horrible thing.” Right?"
Donald Trump,"You know with the wall, we’re building the wall. You know that right?  And by the way, they think they caught me. They never catch us. Because Mexico’s paying for the wall. You know that. You’ll see that. It’s all worked out. Mexico’s paying. It’s driving them crazy. Now they say, “Okay, he’s building the wall. But Mexico didn’t pay.” Mexico will pay. And here’s the thing. You’ll see that it’ll come out. We’ll do it sometime during the debate or maybe before. Our debate, the real debate that people are going to watch, because nobody’s watching."
Donald Trump,"haven’t been doing great on the debates. I have to tell you. But we are building this wall. We’re over 100 miles right now. We’re going to be expanding the length. You have a lot of natural where you have 1,978 miles. You need 500 miles, but 700 would be good, 750 or so would be great. We’re going to now get it up. We have all the financing. You think it’s easy getting financing when people put … I can get anything from them. I can get whatever I want in terms of money except for a wall. And I made one big mistake. I should have said to them, “We will not build the wall. We don’t want the wall.” They would have insisted that we build it. We would have had all the money we wanted. I made a mistake. I made a big mistake. Now we’re building the wall. It’s going up and it’s going up rapidly and very soon we’ll be building about a mile a day. And we should be up to over 400 miles by next year, the end of next year, and shortly thereafter it’ll be finished. And it’s already having a tremendous impact on people not being able to come into our country."
Donald Trump,"Bernie and the radical left cannot protect your family and they cannot protect our country, nor do they want to, I think. According to Elizabeth Pocahontas Warren, who has somewhat less Indian blood in her than I do, and I have none. Remember? Oh, we hit her hard. But I hit her too early, but now it doesn’t matter. She’s not going anywhere. But Bernie said, according to her, Bernie said, and I don’t believe that he said this, because I don’t know him. I don’t particularly like him. He’s a nasty guy. But I don’t believe he said it. It’s not his field. You have to know what people say. She said, right, that Bernie stated strongly that a woman can’t win for president. A woman can win for president. Fortunately that could happen. Who knows?"
Donald Trump,"But she said that Bernie said, “A woman can’t win.” I don’t believe that Bernie said that. I really don’t know. Just it’s not the kind of a thing he’d say. If you want to keep America safe, just vote Republican. We’re doing so well. We’re doing so well. Now this was … leave him alone. That’s all right. Let security just take care of her."
Crowd,Don’t worry about that.
Donald Trump,"Okay, you all right? Get him out here. Good. Good job security. Good job. Do we love law enforcement?"
Donald Trump,"And is there ever, ever a better place to be than a Trump rally on some night during some week? The truth, is we have a great time. But you know what? More importantly we get things done. We’re getting everything done. But even president Obama’s own former National Security Advisor, a highly respected general named Jim Jones, praised our action to take out Soleimani and said it was absolutely correct and it was the absolute right thing to do. I’m sure they like him very much. He sounds like our kind of a guy. So Jim, if they’ve given you a hard time, come on over to the Republican party. No, he’s a respected guy. He said we did the right thing."
Donald Trump,"Everyone knows. They’re saying, “Was the attack eminent? Was it eminent?” Does the fact that he’s killed hundreds of thousands of people and thousands of Americans and horribly killed and wounded thousands and thousands? That doesn’t matter. Was the attack eminent? I think they’re going to start a new investigation. Was the attack or this horror … and by the way, he was in a country he wasn’t allowed to be in. We don’t mention that because he was designated and he wasn’t allowed to be there. And he was there with the head of Hezbollah, and they were talking about, like Hillary Clinton. They were talking about weddings and working out. Soleimani and the head of Hezbollah, they were talking about weddings, working out."
Donald Trump,"Or Bill Clinton in the back of the airplane with the Attorney General, where they may have made her an offer that you’re going to go to the Supreme Court. Or they may have said, “You’re going to to stay Attorney General, but help. Help.” They may have said that. Do you think they would have said that? No. Nothing like that. But do you remember? They talked about golf and grandchildren, right? 45 minutes. I like golf."
Donald Trump,"45 minutes. I like golf and I love my grandchildren. I don’t think I can talk to somebody about them for 45 minutes that I don’t even know. 45. I have a beautiful grandchild. He’s really beautiful. He’s so great. Okay. What else am I going to say, right? Then I took a… Let’s talk one or two. How’s Tiger doing? How’s this one? How’s that one? That’s another five minutes, right? What am I going to do with the other 35 minutes? Maybe I’m going to talk about Supreme court appointments, et cetera."
Donald Trump,"Well, we’re doing very well. But at this very moment, the good people of Iran are taking to the streets in numbers like nobody’s seen before, and they’re really protesting the repressive regime and demanding a better future. They’re great people. The great people of Iran, the great people, they get it. And they’re tired of watching their leaders plunder around to stoke violence and death and war. And you know, Iran’s caused us problems for 40 years. Just so you understand, Reagan had it. Iran Contra. Carter had it. 52 hostages. How about that? Destroyed his presidency. It was pretty well destroyed before that in all fairness. But it didn’t help. Actually probably got Reagan elected, if you think about it, right? But no, carter had it, 52 hostages. Reagan had Iran Contra. Obama had just… He was begging them for everything, but Obama gave them $150 billion, $1.8 billion in cash ."
Donald Trump,"Got zero. He got zero out of it. He got zero. I’d love to have that money back. It’s a lot of money. But I’ve warned the Ayatollah and the government of Iran that they must not harm, hurt, or kill any protesters. The whole world is watching. It’s watching."
Donald Trump,"They’ve killed thousands of protests. We support the Iranian people and their courageous struggle for freedom. It’s incredible what’s going on over there. It really is. But we’re watching it. We’re watching very closely. And we were ready. That night when the attack was made on us, attack was made on us. Remember this, they killed an American, they killed other people just before that. And so we did what we did, right? And they said, it’s our turn now. I said, you better be careful when you say it’s our turn. Because we had designated targets that you wouldn’t know… It would have taken him 30 years to rebuild if that was even possible. It’s true, it’s true. And we saw those missiles launched, and they were big and they were fast, and they were accurate. Four of them went bad. They fell way short. But 12 of them hit. And I said, man, they are quick. They knew immediately what they were, and they saw those missiles hit. I said, how bad is it? It hit a base. And an hour later or so, we get a call back. I said, how many killed? Nobody, sir."
Donald Trump,"I said, how many hurt? They said, nobody, sir. And I said, they just saved themselves a trillion dollars and a lot of lives. That’s true. A trillion, not a billion. A trillion. So they did a very smart thing and we’re not looking for regime change. They’ve tried that with Libya. They go, Hillary Clinton, let’s get rid of Libya. Let’s get rid of Gaddafi. Let’s get rid of Gaddafi. How’s that working out? Right? Let’s get rid of Gaddafi. That was a Hillary deal. Then you had Benghazi. And see Benghazi, they didn’t respond. They didn’t respond. Should be. Should be."
Donald Trump,"And then we  to Iraq. Iraq didn’t knock down the World Trade Center just in case anybody had any question. And this guy did kill. He was not a sweetheart. He was a bad guy in every way. But he did kill terrorists, right? And it became Harvard University for terrorists, right? But they did go after him, but he didn’t knock down."
Donald Trump,"We’re getting the hell out. We’re moving… We did something in Syria. We were guarding their border. At one point, we had thousands of people. The Syrian border between Turkey and Syria, it’s been there for a thousand years. They’ve been fighting for ."
Donald Trump,"Our soldiers out of there. I did.  out. You know what I did with the soldiers? They don’t tell you the truth, sorry, because there are a bunch of corrupt people back there. I told Turkey, you got to defend your own border. We’re not going to defend your border. And we get along with Turkey. We get along, but they’ve been there for… And by the way, I call it a safe zone. That is the most dangerous safe zone in the world. Okay? I’m looking at the audience, there’s about three of you that want to be in that zone, okay? And you’re very tough people. But this is the most dangerous… I call it, I call it the safe zone. Some day it may be a safe zone, but I took our soldiers out, because we had an army here and we had a vast number of people here, and they were going to fight. I said, if they’re going to fight like they have been for hundreds and hundreds of years, for centuries, let them fight. But we’re getting the hell out of there, okay? But the fake news doesn’t tell you the right story. But the fake news doesn’t tell you the right story."
Donald Trump,"Because what I did is I took our soldiers, and you know what I did? I moved them to the oil area, and we now control the oil. So they said Trump stayed in Syria. Trump said, so people said to me, why you staying in Syria?"
Donald Trump,"Okay? A long time ago. You have no idea the things and the decisions I’ve seen. So they say Trump’s in Syria, I didn’t pull out. I did pull out. We have the oil really secure. We’ll see what happens with it, but we can help our friends, the Kurds, because that’s where they got their wealth. And then ultimately it was with ISIS. But right now it’s with the United States military."
Donald Trump,"And we also got rid of remnants of ISIS. While we’re creating jobs and killing terrorists, democrats in Congress are wasting America’s time with demented hoaxes and crazy witch hunts that had been going on by the way, from the day I came down the escalator with our future first lady."
Donald Trump,"Somebody said to me recently, President, President, it was a friend of mine, used to always call me Donald. Hey Donald, how are you doing? Let’s go have dinner. Okay, okay, good. Now he calls me President. I told you this before. Calls me pres… They always call me President. President, President, tell me what’s happening, what’s going on, how’s it all going? You’re doing such a great job. I said, do me a favor. Call me Donald. I can’t. Now when they say, you know what that means, right? That means respect for the office of president."
Donald Trump,And you know what? We’re going to keep that way. We’re going to keep it that way. We’re going to keep it there. But that’s why this November we’re going back and we’re going to win the House. The Republicans are going to win the House.
Donald Trump,"Because I don’t know if you know it. The impeachment hoax, it’s a total hoax. This is based… Just think of this. This is based on a perfect phone call. Did anybody read the transcript? It’s a perfect call. In fact, if you go back and look at Lyndon Johnson, all of them. Lyndon Johnson was sort of a tough guy. Can you imagine his phone calls? He’s probably looking down or looking up, and he’s probably saying, these people have gone crazy. That’s the nicest call I’ve ever tracked. Somebody said, I never knew you could be so nice on a telephone call. But this is all based on a simple phone call that was totally appropriate where the president of Ukraine said there was no pressure on us. Didn’t even know what they were talking about. The foreign minister said they want to impeach. Impeach the president of the United States over a perfect phone call. It’s the greatest hoax ever perpetrated on our country. Ever."
Donald Trump,"But we’re going to go back and because of it, it was  I don’t know if you’ve seen. Independent voters and voters I think of all of the voters, including Democrats moving over, we just got a 195 to nothing, the Republicans in the house, which was a fix. Nancy Pelosi says it must be nonpartisan. And she said, it has to be clear cut. Well, number one, never happened. No problem. Number two, look at the vote. Three Democrats voted with us. So I guess you could say it was a nonpartisan vote because they voted with us, okay? But we’re going back and we’re going to hold the Senate. And we’re going to keep the White House, but we’re going to win back the House. We’re going to win back the House. And I’m thrilled tonight. A man who has become a great friend of mine, he’s a warrior. Senator Ron Johnson is here. Come up here. What a good guy."
Donald Trump,"Congressman Bryan Steil. Jim Sensenbrenner. Glenn Grothman. Glenn, come up. Come up. Mike Gallagher. Wisconsin house speaker Robin Voss. Wisconsin state Senate president Roger Roth. State Senate president. Come on fellas. Wisconsin state Senate majority leader Scott Fitzgerald. A friend of mine, a world champion. Would you believe it? Is Sean here? Where’s Sean? Where’s Sean? Get up here. I love champions. He would climb that sucker. He was the best in the world right here from Wisconsin, right? Congressman Sean Duffy. We miss him."
Donald Trump,"But he signed with CNN. They paid him a lot of money, and they don’t put them on. Why? Because I’m pro-Trump. You think that’s fair, right? He’s pro-Trump. So what they’ve done is paid him money to silence him because he has a very important voice. Great job. Yeah, I like that kind of a job. I think he’s okay with it. He gets his check, they refuse to put him on. He says good things about Trump. We don’t want you on. That’s CNN. That’s how fake right there. Turn the camera on."
Donald Trump,"And a good friend of all of ours, a Kenosha native, Reince Priebus. Reince, come up. Thank you, man. Thank you Reince. This is a great group of Republican people, but more importantly, it’s a great group of winners. They have been so great, so they worked so hard and I just want to thank you all for being here tonight. Thank you."
Ron Johnson,"Well thank you for your strong show support for President Trump. We ran a pretty tough campaign together here in Wisconsin 2016, and when it was all said and done, I was tired. I had to take some days off. You know who didn’t take any days off? President Trump. I have never seen a man work harder, being so dedicated, so in love with America. That is why we all need to make sure that he wins a second term."
Ron Johnson,"Four more years, four more years, four more years, four more years, four more years. I have also… I’m 64 years old. I’ve never in my lifetime seen a man get elected president of the United States where there wasn’t some measure of well wishes, some honeymoon period where America gathered around that individual and said, Mr. President, we all said, it’s a big job. We wish you well. Keep us safe. Make this country prosperous. That hasn’t happened. That’s because the Democrats simply won’t admit he beat them. He has been tormented since the day after the election, but he has held strong. It hasn’t bothered him. He’s just pressed forward. He’s made this country great. Our economy’s in great shape. He deserves to get reelected. Like all of you, like all of you, he loves his country, he will do everything to defend it. We love President Trump. God bless you, president Trump."
Donald Trump,"Thank you Ron. A great guy. Thanks to strong Republican leadership like Ron, like all of them that you just saw, America is winning again. America is respected again. And America is thriving again like never before. We’re doing great. We’re the envy of the world. And under my administration, we now have the lowest average unemployment rate of any administration in the history of our country."
Donald Trump,"And in your great state, Wisconsin… You ever noticed with Biden, he’s always calling the wrong state? And in your great state of Iowa, Iowa. It’s Iowa, right? No, it’s Wisconsin. Oh, I meant Wisconsin. Oh, I didn’t know I was in Wisconsin. That’s fine. How many times has he done that, by the way? Lots of times, he said."
Donald Trump,"It’s great to be in the state of Ohio. No sir, you’re in Florida. Many times. The sad part about that… Sleepy Joe is right. You know the sad part about that? When you do that, you can’t really recover. You can be Winston Churchill, make the finest remainder of remarks, but you get killed. And he does it every time. And the fake news, they give him a total pass and that’s okay. It’s all right."
Donald Trump,"It’s going to happen to all of us someday. Does anybody get that? Yeah. In Wisconsin, the unemployment rate has reached its lowest level in history. How’s that for a sound bite? How do you beat that sound bite, right? So now the people of Wisconsin are going to say, well let’s see the state set a record, most successful it’s ever been. And by the way, that’s because we got a lot of help from a guy named Scott Walker. Your governor. Ron Johnson, all those guys. Because this didn’t happen so quickly."
Donald Trump,"But think. So how do you beat that? You have the most successful, lowest unemployment rate you’ve ever had. And then they say, somebody’s going to come and say, well we’ll do a better job. Really, you’re going to do a better job? The lowest in history by far, your number one economic numbers by far. Oh, let’s put somebody else in as president. I don’t think so. Right?"
Donald Trump,"But here’s one that I loved the most. African American, Hispanic American, Asian American unemployment rates have reached the lowest levels ever recorded in the history of our country. And here’s another one. African American youth, the way it was was so high was so horrible. Youth unemployment has reached an all time low in recorded history. African-American poverty has reached the lowest rate ever recorded also."
Donald Trump,"By the way, just out of curiosity, how are you 401k’s doing? ? The only question are you at 70, 80, 90, 97%? He goes higher. What are you at? What’s yours? 100%. Not bad. I know who he’s voting for. But think of this, because this is what it’s about. Is that these companies, these big public companies, they’re owned by the people, they’re owned by everybody. Rich people, and they’re owned by everybody. We have set 141 records on the stock market, highest levels ever in recorded history. 141 records."
Donald Trump,"That means, in less than three years, for 141 days, we set a record. Think of it, we’ve said 141 records. Who the hell can do that? And if our opponents had won the election, instead of going up, we’re very close to 30,000 on the Dow. Nobody thought that was possible. And clearly the fakers back there, nobody thought that was possible. Instead of being up, you would have… I believe, I really believe, because regulation, so important, tax cuts, so important to get it all going. I believe instead of being up massively, whatever the number is, but depending on who you are, changes, but it’s all way over 60, 70, 80, you guys know. You would have been down 50, 60, 70. You would have been down at a level, you would probably be extremely depressed, right now. You wouldn’t have bought all those brand new keep America great hats."
Donald Trump,"Don’t worry, we’re never getting rid of MAGA, don’t worry. We don’t have the courage to get rid of MAGA. The greatest campaign in history. We’re never leaving. But you wouldn’t have bought those hats. You know why? You wouldn’t have the money to buy him. Okay? Now you can buy them, it doesn’t mean a damn thing. So let’s do it real fast. The poll, right? Make America great again, or keep America great, right? I don’t have to go through the whole deal. We’re going to do it quick. We’re going to do it quickly. Ready? Who likes make America great again?"
Donald Trump,Whoa. They’re very loyal people in Wisconsin. Who likes keep America great?
Donald Trump,"All right. So it surprises me every single time. But make America great again, MAGA, has never won one of these polls. You know why? We’ve rebuilt our military, we’ve cut taxes, we’ve cut regulation, our stock market hit records. It’s called keep America great. I mean, we’ve done so much. And I just got a free… See these Democrats, they go out and spend $1 million on a poll. What I do is I take my own poll. And they’ll interview 203 people. 203 people say they’ll get it wrong. Because I’m always surprised. Make America great again I think is the greatest phrase ever used in politics, right?"
Donald Trump,"So to switch it may be crazy, so we’re going to use them both. Okay? We’ll use them both. . But under the Trump economy, the lowest paid earners are reaping the biggest, fastest, and largest games. You know that right? This is a blue collar boom. They don’t like telling you that. Under my administration, the growth in net worth for the bottom half of wage earners has increased 15 times more than under the three previous administrations. That’s pretty amazing."
Donald Trump,"Because they keep saying, oh, the rich are getting richer. Well, the poor are doing the best they’ve ever done. Earnings for the bottom 10% are rising faster than earnings for the top 10% proportionately. Under eight years of the Barack Hussein Obama administration. Which administration loves spying on people’s campaigns?"
Donald Trump,"By the way, by the way, could you imagine if it were the other way around and I spied on his campaign? What would these fake news people be doing? More than 300,000 people under Obama, 300,000 people left the workforce. Under just three years of by administration, 3.5 million people have joined the workforce and nobody believed that was possible. 370 companies have signed our pledge to America’s workers providing more than 14 million Americans with new training and job opportunities. We’re training them. We’re getting them, Walmart, so many great companies, they’re training people, because they can train a much better than government. 14 million, you know who has worked so hard on that? Everybody, you’ve heard of Ivanka, right? Ivanka. She had such a passion for it. She’s very smart. I said, would you like this? You have no debt. I want to get people working. I want to get them and help families. So I said, all right, good. Look, she’s smart. Go do whatever the hell you want to do, it’s okay, darling. So she had a goal of a half a million people. She was going to get trained, get into companies. So she’d call Walmart, she’d call Exxon, she’d call all these great companies. And all of a sudden she hit 8 million. Then she hit 9 million. Don’t forget, she wanted to do 500,000, but this is her. Then she had 10 million. She just hit 14 million people have been trained by these great companies."
Donald Trump,"14 million. Ivanka. 14 million, would you believe that’s possible? But that’s why we have the best unemployment rates, we have the best employment rates. By the way, very close to 160 million people are now working in the United States. Nobody’s ever even come close to that number. We’ve lifted 10 million people off federal welfare programs. Real median income is now at the highest level ever recorded in the history of our country. Think of that. Real median income."
Donald Trump,"Under eight years, so we’re here three years right, but really less because when it was done, the stats, it was two and a half. But we have less than three. Under eight years of the Bush administration, household incomes grew $400. Eight years, $400. Under eight years of president Obama, household incomes grew $975,000. That’s okay, 975. Eight years, right? Under three years of the Trump administration, household incomes have risen $10,000. Ten thousand."
Donald Trump,"That’s why we’re doing well. The consumer. $3,100 of which for regulatory cuts, $2,000 for the tax cuts, it’s actually higher than that, $2,500 for energy savings, and $5,000 in real wage gains. $10,000. The child tax credit alone, which every Democrat in Congress opposed, is delivering $2,200 a year to the average American family. Who’s in favor of that cut. Who’s in favor of having that? You? People don’t know. They think the Democrats gave it. The Democrats give nothing. They’re too busy. They’re too busy doing other things. They don’t do anything. They’re too busy doing other things. We ended the war on American energy. The United States is now the number one producer of oil and natural gas anywhere on earth."
Donald Trump,"Number one in the world by far. Saudi Arabia, Russia, but we’re number one by far. And if I get a couple of additional pipelines approved, which I will very quickly, instead of waiting 20 years to get them approved, it’ll increase this by another 22% that will get them done quickly. And they’ll be environmentally friendly and all of that. I believe in that."
Donald Trump,"We have eliminated a record number of job-destroying regulations. I brought back the old light bulb. Better light for much less money, if you want it, right? Little things."
Donald Trump,"Somebody said, oh sir, don’t mention the light bulb. It’s hard to make an elegant speech. I’m saying I brought back the light bulb. So the new light bulb costs you five times as much, and it makes you look orange. And I was more interested in the orange than I was in the cost. But you know what, if you want, you have it. And the new bulb, I don’t know if you see it, it’s on there. It’s a hazardous waste. When that bulb ends, you’re supposed to take it to a certain dump and gingerly put it in because it’s loaded up with gasses. That’s the new… I said to somebody today in Environmental Protection, how many people do that in the country? Sir, maybe none. They throw it into the garbage can."
Donald Trump,"But I’m also approving new dishwashers that give you more water so you can actually wash and rinse your dishes without having to do it ten times or five, six, seven, eight, nine, ten. Anybody have a new dishwasher? I’m sorry for that. I’m sorry for that. It’s worthless. They give you so little water. Do you ever see it? Air comes out? So little water. So what happens? You end up using it ten times, and the plates, then you take them out and doing the old fashioned way, right? But what do you do? You’re spending ten times for the electricity, right? So I’m putting the water back. Most places have so much water, they don’t know what the hell to do with it. A lot of people don’t realize that. So dishwashers now, you’re going to have just as much as you’ve ever had, and you’re going to use now one shot. Your dishes are going to be beautiful. I’m sorry that you just bought one of those brand new pieces of garbage, but darling, you can ."
Donald Trump,"And it’s… Wait. And it was just announced from South Korea, makes a lot of our products, unfortunately, I put a tariff on washing machines and refrigerators, right? They just announced that they’re building major refrigerator and washing machine plants in the United States. You know why? You know why? Because they don’t want to pay the 25% tariff. So they’re building them here. That way they don’t have to pay the tariff."
Donald Trump,"And just one final thing. I know this doesn’t matter, but I said leave it. It’s so inelegant to-"
Donald Trump,"I know this doesn’t matter, but I said leave it. It’s so inelegant to talk about it, right? Right? Isn’t it inelegant? I’m talking about dishwashers. Wait till you hear the next one. I’m talking about refrigerators. Probably wanting to say to the union, I’ll leave it out because I want to get praise for making a … You cannot make a brilliant speech where they say, “That was such an incredible, elegant speech,” if I’m talking about dishwashers, sinks, toilets, light bulbs. But sinks, toilets and showers, you don’t get any water. They put restrictors on and now they made them permanent. People used to take them out. They put restrictors on. Try going and buying a new faucet. You turn it on, no water comes out, right?"
Donald Trump,"We won’t talk about toilets, but you know that’s … 10, 15, but we don’t talk about that. Because I’ve said this three or four times, the only subject they ever talk about is toilets, so I don’t mention … but how about the shower? You go into a shower, and I have this beautiful head of hair, I need a lot of water. I need water. You go into the shower, right? You turn on the water, drip, drip, drip. I called the guy, “Something wrong with this?” “No, sir. It’s just the restrictor.” So you’re in there five times longer than you’re supposed to be. You use probably more water and it’s a very unpleasant experience, right? So we’re getting rid of the restrictors. You’re going to have full shower flow. Full sink."
Donald Trump,"Did you ever go to the faucet? You turn on the faucet to wash your hands and it turns on so easy. It’s like this, because there’s zero pressure behind it. No water. You go like that, the thing flips on. Whoa. And then, dung, dung. These people are crazy. And then in California, this governor, who has no clue by the way, he has no clue. Governor Gavin Newsom. He sends all the water out to the Pacific and then he just comes up … I don’t know if you saw this. They come up with rules and regulations. Starting soon, if you’re a person lives in California, you only get 50 gallons of water. Now, it sounds like a lot of water, but it’s not."
Donald Trump,"If you take a shower, wash your hands a couple of times a day … It’s not. Then it goes down to 47, 46, 45. Can you imagine? You pay the highest taxes outside of New York, where they’re not doing a good job in New York. They’re not doing good. Everyone’s leaving New York for other environs like Florida. It’s not good. Because the taxes are too high. Governor Cuomo’s got to get those taxes down, got to get them down, and other things have to happen. But here’s Gavin Newsom. So, Gavin Newsom, you have the water pouring down from up north, millions and millions of gallons. You know what they do with it? They divert it into the Pacific Ocean, because they have … We must be in Wisconsin. No. Millions of gallons coming down from the north."
Donald Trump,"They have this massive valve. You’re talking about a valve, this is a serious valve, and they turn it and it … Because they have a tiny, tiny little fish that’s doing very poorly with or without the water. So in the meantime, if you own a home on Beverly Hills, they scream at you if you want to water your grass a little bit, right? But you have no water coming in. They divert millions and millions of gallons. And what we’ve just done for the people of California is we’ve made it possible on a federal basis that they don’t have to divert all that water anymore. Now that’s only good for California, but these are the things we do."
Donald Trump,"And now the last one is we’re working on cars. We’re making them less expensive and safer. We’re giving them a tiny little bit more fuel and you’re going to save on average $3,500. You’re going to have a heavier car, a little bit, meaning you’ll have steel instead of paper mache walls. And we’re getting a lot of good response. And environmentally, it’s better, because now people … the number is 12. From 12 years ago, with the old gas guzzlers, they’ll all be trading in their cars to get the new cars, which they don’t do right now. So it’s really going to be something, and we’re in a little fight with California over that. But I think ultimately we win that one. You’ll buy a better car, a safer car, for less money. Not a bad combination. Not a bad thing."
Donald Trump,"To lift up forgotten communities that need investment the most, we’ve created opportunity zones. Jobs and investment are now pouring into 120 newly designated opportunity zones right here in Wisconsin. And Ron Johnson helped and Tim Scott of South Carolina helped, right? They’re doing great. They are doing good. And for decades politicians ran for office promising to defend Wisconsin workers, but then they went to Washington and lined their pockets with special interest cash as they shipped your jobs and your dreams to countries thousands of miles away. Countries that you’ve never even heard of."
Donald Trump,"Globalist politicians lowered our economic defenses and allowed other nations to rob your factories, steal your farms. By the way, no estate tax on those beautiful farms. We got rid of that. So now, if you love your children and you have a farm or a small business or small ranch, or even a large ranch, you have no estate tax. You can give it to the kids. If you don’t love your children … Anybody in here does not love their children? There are some. Come on, raise your hand. There are some. You know, they’re brats. They’re little brats. They’re horrible human beings. So if you’re one of them, this doesn’t help you, because you’ll save some tax. The fact is, no estate tax on these small businesses and farms."
